
### Request header
###	request=datos
###	timeStart=2026-01-20
###	timeEnd=2026-05-05
###	seriesId=39718
###	siteCode=7396
###	varId=2
###	format=csv
### Response header
###	responseTimestamp=2026-05-04T10:23:56
###	sitecode=7396
###	seriesid=39718
###	seriesId=39718
###	seriesmetadata=procId:1,varId:2,var_abrev:altura,unit_abrev:m,seriesId:39718,unitId:11,proc_abrev:medicion
###	sitemetadata=geom:coordinates:-62.10138889,-38.89583333,type:Point,estacion_abrev:null,redId:23,siteCode:7396,red_name:Mareógrafos SHN
###	timeStart=20260120T000000
###	request=datos
###	timeEnd=20260505T000000
###	queryUrl=request=datos&timeStart=2026-01-20&timeEnd=2026-05-05&seriesId=39718&siteCode=7396&varId=2&format=csv
###	creationTime=2026-05-04T10:23:56-03:00

### obs_id,timestart,timeend,valor,timeupdate
27337756442,2026-03-20 20:45:00,2026-03-20 20:45:00,3.92,2026-03-20 22:00:17.23492
27338127086,2026-03-20 21:45:00,2026-03-20 21:45:00,3.51,2026-03-20 23:00:17.540842
27338505018,2026-03-20 22:45:00,2026-03-20 22:45:00,3.11,2026-03-21 00:00:18.9836
27338632212,2026-03-20 23:45:00,2026-03-20 23:45:00,2.32,2026-03-21 01:02:57.89307
27339251901,2026-03-21 00:45:00,2026-03-21 00:45:00,1.48,2026-03-21 02:00:24.08859
27339623093,2026-03-21 01:45:00,2026-03-21 01:45:00,0.97,2026-03-21 03:00:52.413832
27339994000,2026-03-21 02:45:00,2026-03-21 02:45:00,1.1,2026-03-21 04:00:23.665389
27340364533,2026-03-21 03:45:00,2026-03-21 03:45:00,1.83,2026-03-21 05:00:25.062736
27340741309,2026-03-21 04:45:00,2026-03-21 04:45:00,2.67,2026-03-21 06:00:25.233199
27341120174,2026-03-21 05:45:00,2026-03-21 05:45:00,3.46,2026-03-21 07:00:23.494927
27341492610,2026-03-21 06:45:00,2026-03-21 06:45:00,3.85,2026-03-21 08:00:24.441157
27341864167,2026-03-21 07:45:00,2026-03-21 07:45:00,4.04,2026-03-21 09:00:24.81985
27342235397,2026-03-21 08:45:00,2026-03-21 08:45:00,4.02,2026-03-21 10:00:22.757833
27342606623,2026-03-21 09:45:00,2026-03-21 09:45:00,3.82,2026-03-21 11:00:33.228761
27342985566,2026-03-21 10:45:00,2026-03-21 10:45:00,3.35,2026-03-21 12:00:30.667586
27343359996,2026-03-21 11:45:00,2026-03-21 11:45:00,2.68,2026-03-21 13:00:23.596598
27343729579,2026-03-21 12:45:00,2026-03-21 12:45:00,1.67,2026-03-21 14:00:19.898634
27344098903,2026-03-21 13:45:00,2026-03-21 13:45:00,0.98,2026-03-21 15:00:20.71457
27344468523,2026-03-21 14:45:00,2026-03-21 14:45:00,0.83,2026-03-21 16:00:18.897708
27344837666,2026-03-21 15:45:00,2026-03-21 15:45:00,1.35,2026-03-21 17:00:18.555234
27345212703,2026-03-21 16:45:00,2026-03-21 16:45:00,2.21,2026-03-21 18:00:21.779261
27345589611,2026-03-21 17:45:00,2026-03-21 17:45:00,3.18,2026-03-21 19:00:18.748462
27345959432,2026-03-21 18:45:00,2026-03-21 18:45:00,3.67,2026-03-21 20:00:17.611821
27346327799,2026-03-21 19:45:00,2026-03-21 19:45:00,3.87,2026-03-21 21:00:19.918962
27346697162,2026-03-21 20:45:00,2026-03-21 20:45:00,3.91,2026-03-21 22:00:18.054153
27347067215,2026-03-21 21:45:00,2026-03-21 21:45:00,3.74,2026-03-21 23:00:17.975175
27347441655,2026-03-21 22:45:00,2026-03-21 22:45:00,3.25,2026-03-22 00:00:20.207881
27347585569,2026-03-21 23:45:00,2026-03-21 23:45:00,2.64,2026-03-22 01:01:22.570585
27348192356,2026-03-22 00:45:00,2026-03-22 00:45:00,1.75,2026-03-22 02:00:23.676891
27348562773,2026-03-22 01:45:00,2026-03-22 01:45:00,1.12,2026-03-22 03:00:25.18592
27348933391,2026-03-22 02:45:00,2026-03-22 02:45:00,0.9,2026-03-22 04:00:19.981598
27349303925,2026-03-22 03:45:00,2026-03-22 03:45:00,1.34,2026-03-22 05:00:20.328317
27349679826,2026-03-22 04:45:00,2026-03-22 04:45:00,2.08,2026-03-22 06:00:18.307265
27350058531,2026-03-22 05:45:00,2026-03-22 05:45:00,2.87,2026-03-22 07:00:16.557743
27350430469,2026-03-22 06:45:00,2026-03-22 06:45:00,3.49,2026-03-22 08:00:16.24352
27350801359,2026-03-22 07:45:00,2026-03-22 07:45:00,3.79,2026-03-22 09:00:16.003923
27351172143,2026-03-22 08:45:00,2026-03-22 08:45:00,3.77,2026-03-22 10:00:16.201846
27351543332,2026-03-22 09:45:00,2026-03-22 09:45:00,3.69,2026-03-22 11:00:17.864287
27351920790,2026-03-22 10:45:00,2026-03-22 10:45:00,3.42,2026-03-22 12:00:18.240847
27352296937,2026-03-22 11:45:00,2026-03-22 11:45:00,2.7,2026-03-22 13:00:15.766397
27352667681,2026-03-22 12:45:00,2026-03-22 12:45:00,2.19,2026-03-22 14:00:17.125085
27353038755,2026-03-22 13:45:00,2026-03-22 13:45:00,1.45,2026-03-22 15:00:17.533538
27353410343,2026-03-22 14:45:00,2026-03-22 14:45:00,1.16,2026-03-22 16:00:15.786984
27353781369,2026-03-22 15:45:00,2026-03-22 15:45:00,1.67,2026-03-22 17:00:15.751856
27354157787,2026-03-22 16:45:00,2026-03-22 16:45:00,2.57,2026-03-22 18:00:17.347176
27354535951,2026-03-22 17:45:00,2026-03-22 17:45:00,3.27,2026-03-22 19:00:16.272422
27354907621,2026-03-22 18:45:00,2026-03-22 18:45:00,4.01,2026-03-22 20:00:16.264206
27355278214,2026-03-22 19:45:00,2026-03-22 19:45:00,4.22,2026-03-22 21:00:16.41583
27355648790,2026-03-22 20:45:00,2026-03-22 20:45:00,4.38,2026-03-22 22:00:15.647224
27356019742,2026-03-22 21:45:00,2026-03-22 21:45:00,4.26,2026-03-22 23:00:16.365842
27356395521,2026-03-22 22:45:00,2026-03-22 22:45:00,4,2026-03-23 00:00:19.551571
27356530054,2026-03-22 23:45:00,2026-03-22 23:45:00,3.43,2026-03-23 01:06:03.660515
27357162004,2026-03-23 00:45:00,2026-03-23 00:45:00,2.75,2026-03-23 02:00:23.296493
27357534017,2026-03-23 01:45:00,2026-03-23 01:45:00,1.55,2026-03-23 03:00:27.480511
27357906388,2026-03-23 02:45:00,2026-03-23 02:45:00,1.05,2026-03-23 04:00:22.602651
27358277921,2026-03-23 03:45:00,2026-03-23 03:45:00,0.98,2026-03-23 05:00:21.427257
27358654626,2026-03-23 04:45:00,2026-03-23 04:45:00,1.62,2026-03-23 06:00:19.810752
27359032623,2026-03-23 05:45:00,2026-03-23 05:45:00,2.15,2026-03-23 07:00:18.386384
27359405055,2026-03-23 06:45:00,2026-03-23 06:45:00,3.03,2026-03-23 08:00:19.283433
27359776991,2026-03-23 07:45:00,2026-03-23 07:45:00,3.65,2026-03-23 09:00:17.378689
27360149038,2026-03-23 08:45:00,2026-03-23 08:45:00,3.93,2026-03-23 10:00:17.44433
27360521357,2026-03-23 09:45:00,2026-03-23 09:45:00,3.95,2026-03-23 11:00:18.47586
27360899520,2026-03-23 10:45:00,2026-03-23 10:45:00,3.78,2026-03-23 12:00:19.804915
27361277770,2026-03-23 11:45:00,2026-03-23 11:45:00,3.33,2026-03-23 13:00:16.90589
27361650002,2026-03-23 12:45:00,2026-03-23 12:45:00,2.67,2026-03-23 14:00:16.216946
27362022515,2026-03-23 13:45:00,2026-03-23 13:45:00,1.81,2026-03-23 15:00:15.704166
27362395177,2026-03-23 14:45:00,2026-03-23 14:45:00,1.09,2026-03-23 16:00:17.030566
27362766816,2026-03-23 15:45:00,2026-03-23 15:45:00,0.9,2026-03-23 17:00:17.267984
27363144592,2026-03-23 16:45:00,2026-03-23 16:45:00,1.45,2026-03-23 18:00:17.186778
27363521838,2026-03-23 17:45:00,2026-03-23 17:45:00,2.18,2026-03-23 19:00:17.247369
27363894574,2026-03-23 18:45:00,2026-03-23 18:45:00,2.99,2026-03-23 20:00:16.363909
27364266583,2026-03-23 19:45:00,2026-03-23 19:45:00,3.61,2026-03-23 21:00:16.147837
27364638758,2026-03-23 20:45:00,2026-03-23 20:45:00,3.72,2026-03-23 22:00:16.60472
27365011654,2026-03-23 21:45:00,2026-03-23 21:45:00,3.69,2026-03-23 23:00:16.555439
27365592200,2026-03-23 22:45:00,2026-03-23 22:45:00,3.43,2026-03-24 01:00:40.302803
27366146038,2026-03-23 23:45:00,2026-03-23 23:45:00,2.91,2026-03-24 02:00:23.153087
27366519734,2026-03-24 00:45:00,2026-03-24 00:45:00,2.15,2026-03-24 03:00:47.491189
27366519735,2026-03-24 01:45:00,2026-03-24 01:45:00,1.22,2026-03-24 03:00:47.491189
27366894292,2026-03-24 02:45:00,2026-03-24 02:45:00,0.49,2026-03-24 04:00:21.248421
27367268374,2026-03-24 03:45:00,2026-03-24 03:45:00,0.02,2026-03-24 05:00:21.240524
27367647320,2026-03-24 04:45:00,2026-03-24 04:45:00,-0.19,2026-03-24 06:00:19.045345
27368029133,2026-03-24 05:45:00,2026-03-24 05:45:00,0.07,2026-03-24 07:00:17.500228
27368403383,2026-03-24 06:45:00,2026-03-24 06:45:00,0.73,2026-03-24 08:00:16.433312
27368776871,2026-03-24 07:45:00,2026-03-24 07:45:00,1.75,2026-03-24 09:00:17.281104
27369150285,2026-03-24 08:45:00,2026-03-24 08:45:00,2.76,2026-03-24 10:00:16.795547
27369524340,2026-03-24 09:45:00,2026-03-24 09:45:00,3.32,2026-03-24 11:00:18.651662
27369905132,2026-03-24 10:45:00,2026-03-24 10:45:00,3.37,2026-03-24 12:00:19.171757
27370285177,2026-03-24 11:45:00,2026-03-24 11:45:00,3.16,2026-03-24 13:00:17.79995
27370658460,2026-03-24 12:45:00,2026-03-24 12:45:00,2.78,2026-03-24 14:00:16.071343
27371031761,2026-03-24 13:45:00,2026-03-24 13:45:00,2.22,2026-03-24 15:00:15.866597
27371405224,2026-03-24 14:45:00,2026-03-24 14:45:00,1.51,2026-03-24 16:00:16.391579
27371777709,2026-03-24 15:45:00,2026-03-24 15:45:00,1.18,2026-03-24 17:00:16.620435
27372155954,2026-03-24 16:45:00,2026-03-24 16:45:00,1.52,2026-03-24 18:00:17.692065
27372536243,2026-03-24 17:45:00,2026-03-24 17:45:00,2.29,2026-03-24 19:00:16.313609
27372910004,2026-03-24 18:45:00,2026-03-24 18:45:00,3.16,2026-03-24 20:00:16.564156
27373282843,2026-03-24 19:45:00,2026-03-24 19:45:00,3.89,2026-03-24 21:00:16.501502
27373655751,2026-03-24 20:45:00,2026-03-24 20:45:00,4.25,2026-03-24 22:00:16.016881
27374029136,2026-03-24 21:45:00,2026-03-24 21:45:00,4.49,2026-03-24 23:00:16.49248
27374407285,2026-03-24 22:45:00,2026-03-24 22:45:00,4.68,2026-03-25 00:00:18.235497
27374641356,2026-03-24 23:45:00,2026-03-24 23:45:00,4.45,2026-03-25 01:00:54.219549
27375162996,2026-03-25 00:45:00,2026-03-25 00:45:00,3.85,2026-03-25 02:00:20.836142
27375536137,2026-03-25 01:45:00,2026-03-25 01:45:00,3.13,2026-03-25 03:00:27.930112
27375909915,2026-03-25 02:45:00,2026-03-25 02:45:00,2.14,2026-03-25 04:00:16.974818
27376282704,2026-03-25 03:45:00,2026-03-25 03:45:00,1,2026-03-25 05:00:19.922141
27376660499,2026-03-25 04:45:00,2026-03-25 04:45:00,0.4,2026-03-25 06:00:18.535208
27377042503,2026-03-25 05:45:00,2026-03-25 05:45:00,0.51,2026-03-25 07:00:16.588661
27377417140,2026-03-25 06:45:00,2026-03-25 06:45:00,1.19,2026-03-25 08:00:16.252503
27377790524,2026-03-25 07:45:00,2026-03-25 07:45:00,2.18,2026-03-25 09:00:17.323755
27378163584,2026-03-25 08:45:00,2026-03-25 08:45:00,3.02,2026-03-25 10:00:18.410793
27378536985,2026-03-25 09:45:00,2026-03-25 09:45:00,3.66,2026-03-25 11:00:18.338243
27378916880,2026-03-25 10:45:00,2026-03-25 10:45:00,3.82,2026-03-25 12:00:19.691058
27379296909,2026-03-25 11:45:00,2026-03-25 11:45:00,3.76,2026-03-25 13:00:16.407923
27379669758,2026-03-25 12:45:00,2026-03-25 12:45:00,3.37,2026-03-25 14:00:16.055076
27380042607,2026-03-25 13:45:00,2026-03-25 13:45:00,2.87,2026-03-25 15:00:15.487323
27380415615,2026-03-25 14:45:00,2026-03-25 14:45:00,2.04,2026-03-25 16:00:16.531811
27380787427,2026-03-25 15:45:00,2026-03-25 15:45:00,1.31,2026-03-25 17:00:15.911101
27381164663,2026-03-25 16:45:00,2026-03-25 16:45:00,0.77,2026-03-25 18:00:17.314415
27381545147,2026-03-25 17:45:00,2026-03-25 17:45:00,0.93,2026-03-25 19:00:15.87356
27382289676,2026-03-25 18:45:00,2026-03-25 18:45:00,1.56,2026-03-25 21:00:16.446976
27382289677,2026-03-25 19:45:00,2026-03-25 19:45:00,2.52,2026-03-25 21:00:16.446976
27382661688,2026-03-25 20:45:00,2026-03-25 20:45:00,3.31,2026-03-25 22:00:15.258371
27383034127,2026-03-25 21:45:00,2026-03-25 21:45:00,3.76,2026-03-25 23:00:16.258559
27383412798,2026-03-25 22:45:00,2026-03-25 22:45:00,3.98,2026-03-26 00:00:18.7192
27383637513,2026-03-25 23:45:00,2026-03-25 23:45:00,3.94,2026-03-26 01:00:28.771191
27384164715,2026-03-26 00:45:00,2026-03-26 00:45:00,3.63,2026-03-26 02:00:25.02748
27384537363,2026-03-26 01:45:00,2026-03-26 01:45:00,3.02,2026-03-26 03:00:41.920701
27384910223,2026-03-26 02:45:00,2026-03-26 02:45:00,2.13,2026-03-26 04:00:18.443943
27385282831,2026-03-26 03:45:00,2026-03-26 03:45:00,1.45,2026-03-26 05:00:22.244661
27385660357,2026-03-26 04:45:00,2026-03-26 04:45:00,0.51,2026-03-26 06:00:20.276229
27386041779,2026-03-26 05:45:00,2026-03-26 05:45:00,0.23,2026-03-26 07:00:17.363393
27386414866,2026-03-26 06:45:00,2026-03-26 06:45:00,0.66,2026-03-26 08:00:19.51693
27386788100,2026-03-26 07:45:00,2026-03-26 07:45:00,1.57,2026-03-26 09:00:28.329578
27387160824,2026-03-26 08:45:00,2026-03-26 08:45:00,2.6,2026-03-26 10:00:19.498322
27387533657,2026-03-26 09:45:00,2026-03-26 09:45:00,3.6,2026-03-26 11:00:18.945641
27387913124,2026-03-26 10:45:00,2026-03-26 10:45:00,3.98,2026-03-26 12:00:21.79761
27388292580,2026-03-26 11:45:00,2026-03-26 11:45:00,4.15,2026-03-26 13:00:17.403543
27388665321,2026-03-26 12:45:00,2026-03-26 12:45:00,4.08,2026-03-26 14:00:22.570497
27389038646,2026-03-26 13:45:00,2026-03-26 13:45:00,3.77,2026-03-26 15:00:17.015148
27389412134,2026-03-26 14:45:00,2026-03-26 14:45:00,3.23,2026-03-26 16:00:16.598932
27389525260,2026-03-26 15:45:00,2026-03-26 15:45:00,2.38,2026-03-26 17:00:16.955409
27389904147,2026-03-26 16:45:00,2026-03-26 16:45:00,1.64,2026-03-26 18:00:18.011491
27390284355,2026-03-26 17:45:00,2026-03-26 17:45:00,1.32,2026-03-26 19:00:16.699093
27390658217,2026-03-26 18:45:00,2026-03-26 18:45:00,1.7,2026-03-26 20:00:16.952149
27391031387,2026-03-26 19:45:00,2026-03-26 19:45:00,2.7,2026-03-26 21:00:19.939818
27391404807,2026-03-26 20:45:00,2026-03-26 20:45:00,3.5,2026-03-26 22:00:17.288912
27391778528,2026-03-26 21:45:00,2026-03-26 21:45:00,4.07,2026-03-26 23:00:17.133372
27392157370,2026-03-26 22:45:00,2026-03-26 22:45:00,4.41,2026-03-27 00:00:19.209549
27392289154,2026-03-26 23:45:00,2026-03-26 23:45:00,4.56,2026-03-27 01:02:26.477189
27392916565,2026-03-27 00:45:00,2026-03-27 00:45:00,4.47,2026-03-27 02:00:28.94282
27393291294,2026-03-27 01:45:00,2026-03-27 01:45:00,4.09,2026-03-27 03:00:58.58816
27393667192,2026-03-27 02:45:00,2026-03-27 02:45:00,3.48,2026-03-27 04:00:23.7121
27394042462,2026-03-27 03:45:00,2026-03-27 03:45:00,2.63,2026-03-27 05:00:18.477856
27394424160,2026-03-27 04:45:00,2026-03-27 04:45:00,1.51,2026-03-27 06:00:20.136724
27394806656,2026-03-27 05:45:00,2026-03-27 05:45:00,0.59,2026-03-27 07:00:17.523861
27395183416,2026-03-27 06:45:00,2026-03-27 06:45:00,0.16,2026-03-27 08:00:16.669281
27395559911,2026-03-27 07:45:00,2026-03-27 07:45:00,0.55,2026-03-27 09:00:17.282953
27395936257,2026-03-27 08:45:00,2026-03-27 08:45:00,1.51,2026-03-27 10:00:18.207362
27396312128,2026-03-27 09:45:00,2026-03-27 09:45:00,2.49,2026-03-27 11:00:19.521454
27396694100,2026-03-27 10:45:00,2026-03-27 10:45:00,3.34,2026-03-27 12:00:19.788921
27397076916,2026-03-27 11:45:00,2026-03-27 11:45:00,3.81,2026-03-27 13:00:15.666515
27397452399,2026-03-27 12:45:00,2026-03-27 12:45:00,3.94,2026-03-27 14:00:20.841208
27397827200,2026-03-27 13:45:00,2026-03-27 13:45:00,3.79,2026-03-27 15:00:16.908687
27398202673,2026-03-27 14:45:00,2026-03-27 14:45:00,3.38,2026-03-27 16:00:17.077841
27398577757,2026-03-27 15:45:00,2026-03-27 15:45:00,2.73,2026-03-27 17:00:17.198994
27398959607,2026-03-27 16:45:00,2026-03-27 16:45:00,1.86,2026-03-27 18:00:17.853527
27399341734,2026-03-27 17:45:00,2026-03-27 17:45:00,1.13,2026-03-27 19:00:17.320979
27399717309,2026-03-27 18:45:00,2026-03-27 18:45:00,0.76,2026-03-27 20:00:17.140543
27400092012,2026-03-27 19:45:00,2026-03-27 19:45:00,1.21,2026-03-27 21:00:16.861897
27400466809,2026-03-27 20:45:00,2026-03-27 20:45:00,1.98,2026-03-27 22:00:17.867484
27400842386,2026-03-27 21:45:00,2026-03-27 21:45:00,2.93,2026-03-27 23:00:17.599871
27401223740,2026-03-27 22:45:00,2026-03-27 22:45:00,3.58,2026-03-28 00:00:20.002925
27401456628,2026-03-27 23:45:00,2026-03-27 23:45:00,4.01,2026-03-28 01:00:57.391159
27401984318,2026-03-28 00:45:00,2026-03-28 00:45:00,4.19,2026-03-28 02:00:24.289148
27402360675,2026-03-28 01:45:00,2026-03-28 01:45:00,4.18,2026-03-28 03:00:39.445282
27402738096,2026-03-28 02:45:00,2026-03-28 02:45:00,3.86,2026-03-28 04:00:22.434046
27403114939,2026-03-28 03:45:00,2026-03-28 03:45:00,3.34,2026-03-28 05:00:17.187417
27403498262,2026-03-28 04:45:00,2026-03-28 04:45:00,2.54,2026-03-28 06:00:18.498744
27403881802,2026-03-28 05:45:00,2026-03-28 05:45:00,1.5,2026-03-28 07:00:16.592365
27404259167,2026-03-28 06:45:00,2026-03-28 06:45:00,0.66,2026-03-28 08:00:16.207466
27404635458,2026-03-28 07:45:00,2026-03-28 07:45:00,0.24,2026-03-28 09:00:17.142411
27405011764,2026-03-28 08:45:00,2026-03-28 08:45:00,0.61,2026-03-28 10:00:17.110123
27405387931,2026-03-28 09:45:00,2026-03-28 09:45:00,1.42,2026-03-28 11:00:17.906092
27405770196,2026-03-28 10:45:00,2026-03-28 10:45:00,2.35,2026-03-28 12:00:19.251349
27406152685,2026-03-28 11:45:00,2026-03-28 11:45:00,3.19,2026-03-28 13:00:16.578636
27406527582,2026-03-28 12:45:00,2026-03-28 12:45:00,3.74,2026-03-28 14:00:16.884113
27406902629,2026-03-28 13:45:00,2026-03-28 13:45:00,3.94,2026-03-28 15:00:16.450538
27407277637,2026-03-28 14:45:00,2026-03-28 14:45:00,3.85,2026-03-28 16:00:16.883313
27407652128,2026-03-28 15:45:00,2026-03-28 15:45:00,3.54,2026-03-28 17:00:17.324939
27408033873,2026-03-28 16:45:00,2026-03-28 16:45:00,2.98,2026-03-28 18:00:17.4989
27408415038,2026-03-28 17:45:00,2026-03-28 17:45:00,2.21,2026-03-28 19:00:17.794568
27408790268,2026-03-28 18:45:00,2026-03-28 18:45:00,1.45,2026-03-28 20:00:18.1189
27409164218,2026-03-28 19:45:00,2026-03-28 19:45:00,1,2026-03-28 21:00:17.080068
27409538088,2026-03-28 20:45:00,2026-03-28 20:45:00,1.2,2026-03-28 22:00:17.50825
27409912372,2026-03-28 21:45:00,2026-03-28 21:45:00,1.95,2026-03-28 23:00:17.575133
27410292316,2026-03-28 22:45:00,2026-03-28 22:45:00,2.73,2026-03-29 00:00:19.197914
27410417025,2026-03-28 23:45:00,2026-03-28 23:45:00,3.39,2026-03-29 01:01:55.901396
27411051376,2026-03-29 00:45:00,2026-03-29 00:45:00,3.83,2026-03-29 02:00:21.02155
27411426322,2026-03-29 01:45:00,2026-03-29 01:45:00,4.04,2026-03-29 03:00:44.899464
27411801492,2026-03-29 02:45:00,2026-03-29 02:45:00,4.05,2026-03-29 04:00:19.664544
27412176045,2026-03-29 03:45:00,2026-03-29 03:45:00,3.76,2026-03-29 05:00:17.249632
27412557838,2026-03-29 04:45:00,2026-03-29 04:45:00,3.21,2026-03-29 06:00:19.361814
27412940589,2026-03-29 05:45:00,2026-03-29 05:45:00,2.41,2026-03-29 07:00:17.360931
27413317883,2026-03-29 06:45:00,2026-03-29 06:45:00,1.4,2026-03-29 08:00:17.545928
27413694272,2026-03-29 07:45:00,2026-03-29 07:45:00,0.59,2026-03-29 09:00:18.65856
27414070418,2026-03-29 08:45:00,2026-03-29 08:45:00,0.17,2026-03-29 10:00:17.025779
27414447253,2026-03-29 09:45:00,2026-03-29 09:45:00,0.46,2026-03-29 11:00:19.012211
27414830780,2026-03-29 10:45:00,2026-03-29 10:45:00,1.23,2026-03-29 12:00:21.019709
27415214143,2026-03-29 11:45:00,2026-03-29 11:45:00,2.14,2026-03-29 13:00:17.99208
27415590577,2026-03-29 12:45:00,2026-03-29 12:45:00,2.84,2026-03-29 14:00:17.914082
27415967018,2026-03-29 13:45:00,2026-03-29 13:45:00,3.48,2026-03-29 15:00:17.166754
27416343662,2026-03-29 14:45:00,2026-03-29 14:45:00,3.74,2026-03-29 16:00:18.124627
27416719132,2026-03-29 15:45:00,2026-03-29 15:45:00,3.73,2026-03-29 17:00:17.525246
27417101720,2026-03-29 16:45:00,2026-03-29 16:45:00,3.36,2026-03-29 18:00:18.235443
27417485674,2026-03-29 17:45:00,2026-03-29 17:45:00,2.99,2026-03-29 19:00:16.583656
27417862880,2026-03-29 18:45:00,2026-03-29 18:45:00,2.3,2026-03-29 20:00:17.94802
27418239231,2026-03-29 19:45:00,2026-03-29 19:45:00,1.58,2026-03-29 21:00:17.490561
27418615870,2026-03-29 20:45:00,2026-03-29 20:45:00,1.07,2026-03-29 22:00:17.485062
27418993086,2026-03-29 21:45:00,2026-03-29 21:45:00,1.22,2026-03-29 23:00:17.404693
27419374076,2026-03-29 22:45:00,2026-03-29 22:45:00,1.88,2026-03-30 00:00:23.293817
27419530211,2026-03-29 23:45:00,2026-03-29 23:45:00,2.59,2026-03-30 01:01:08.610627
27420156359,2026-03-30 00:45:00,2026-03-30 00:45:00,3.24,2026-03-30 02:00:29.886238
27420534972,2026-03-30 01:45:00,2026-03-30 01:45:00,3.67,2026-03-30 03:00:59.797669
27420914399,2026-03-30 02:45:00,2026-03-30 02:45:00,3.96,2026-03-30 04:00:26.725602
27421292912,2026-03-30 03:45:00,2026-03-30 03:45:00,4.03,2026-03-30 05:00:19.747326
27421677516,2026-03-30 04:45:00,2026-03-30 04:45:00,3.85,2026-03-30 06:00:21.284707
27422062858,2026-03-30 05:45:00,2026-03-30 05:45:00,3.32,2026-03-30 07:00:18.488447
27422441490,2026-03-30 06:45:00,2026-03-30 06:45:00,2.65,2026-03-30 08:00:18.214861
27422819080,2026-03-30 07:45:00,2026-03-30 07:45:00,1.88,2026-03-30 09:00:20.241607
27423196418,2026-03-30 08:45:00,2026-03-30 08:45:00,1.07,2026-03-30 10:00:19.089226
27423574362,2026-03-30 09:45:00,2026-03-30 09:45:00,0.56,2026-03-30 11:00:20.286226
27423959438,2026-03-30 10:45:00,2026-03-30 10:45:00,0.6,2026-03-30 12:00:24.362893
27424343141,2026-03-30 11:45:00,2026-03-30 11:45:00,1.23,2026-03-30 13:00:22.002695
27424720623,2026-03-30 12:45:00,2026-03-30 12:45:00,2.01,2026-03-30 14:00:20.276253
27425098385,2026-03-30 13:45:00,2026-03-30 13:45:00,2.79,2026-03-30 15:00:18.733195
27425476251,2026-03-30 14:45:00,2026-03-30 14:45:00,3.45,2026-03-30 16:00:18.530156
27425853064,2026-03-30 15:45:00,2026-03-30 15:45:00,3.82,2026-03-30 17:00:19.410595
27426236491,2026-03-30 16:45:00,2026-03-30 16:45:00,3.86,2026-03-30 18:00:18.657805
27426620706,2026-03-30 17:45:00,2026-03-30 17:45:00,3.63,2026-03-30 19:00:18.165381
27426998389,2026-03-30 18:45:00,2026-03-30 18:45:00,3.16,2026-03-30 20:00:18.862235
27427375055,2026-03-30 19:45:00,2026-03-30 19:45:00,2.49,2026-03-30 21:00:20.57224
27427751699,2026-03-30 20:45:00,2026-03-30 20:45:00,1.69,2026-03-30 22:00:18.414379
27428128488,2026-03-30 21:45:00,2026-03-30 21:45:00,1.1,2026-03-30 23:00:18.411919
27428510837,2026-03-30 22:45:00,2026-03-30 22:45:00,1.05,2026-03-31 00:00:20.093322
27428633923,2026-03-30 23:45:00,2026-03-30 23:45:00,1.49,2026-03-31 01:14:02.408936
27429276187,2026-03-31 00:45:00,2026-03-31 00:45:00,2.17,2026-03-31 02:00:32.790966
27429654791,2026-03-31 01:45:00,2026-03-31 01:45:00,2.82,2026-03-31 03:01:02.640088
27430033730,2026-03-31 02:45:00,2026-03-31 02:45:00,3.7,2026-03-31 04:00:24.090792
27430411257,2026-03-31 03:45:00,2026-03-31 03:45:00,4.02,2026-03-31 05:00:24.187796
27430795608,2026-03-31 04:45:00,2026-03-31 04:45:00,4.05,2026-03-31 06:00:24.434814
27431180094,2026-03-31 05:45:00,2026-03-31 05:45:00,4.01,2026-03-31 07:00:21.967506
27431558323,2026-03-31 06:45:00,2026-03-31 06:45:00,3.89,2026-03-31 08:00:17.428833
27431935714,2026-03-31 07:45:00,2026-03-31 07:45:00,3.25,2026-03-31 09:00:21.954326
27432312722,2026-03-31 08:45:00,2026-03-31 08:45:00,2.21,2026-03-31 10:00:21.804462
27432689768,2026-03-31 09:45:00,2026-03-31 09:45:00,1.25,2026-03-31 11:00:23.034294
27433073728,2026-03-31 10:45:00,2026-03-31 10:45:00,0.35,2026-03-31 12:00:23.096583
27433456614,2026-03-31 11:45:00,2026-03-31 11:45:00,0.44,2026-03-31 13:00:21.883883
27433833354,2026-03-31 12:45:00,2026-03-31 12:45:00,0.9,2026-03-31 14:00:31.709542
27434210246,2026-03-31 13:45:00,2026-03-31 13:45:00,1.89,2026-03-31 15:00:21.209877
27434586858,2026-03-31 14:45:00,2026-03-31 14:45:00,2.79,2026-03-31 16:00:18.527437
27434963096,2026-03-31 15:45:00,2026-03-31 15:45:00,3.5,2026-03-31 17:00:18.871135
27442565898,2026-04-01 05:45:00,2026-04-01 05:45:00,4.14,2026-04-01 13:00:19.296969
27442565899,2026-04-01 06:45:00,2026-04-01 06:45:00,4.06,2026-04-01 13:00:19.296969
27442565900,2026-04-01 07:45:00,2026-04-01 07:45:00,3.76,2026-04-01 13:00:19.296969
27442565901,2026-04-01 08:45:00,2026-04-01 08:45:00,3.25,2026-04-01 13:00:19.296969
27442565902,2026-04-01 09:45:00,2026-04-01 09:45:00,2.48,2026-04-01 13:00:19.296969
27442565903,2026-04-01 10:45:00,2026-04-01 10:45:00,1.58,2026-04-01 13:00:19.296969
